"REGION","employee_type","Industry_type","monthlyORhourly","skill_type","gender","Age","yrs_of_Exp","tax_grade","no_of_child","job","rank","education","employment_type","salary_type","weekly_work_hour","yearly_income","paid_holiday_days","number_of_employee","male_percent","female_percent"
1,2,2,NA,7,2,53,36,4,0,14,9,2,1,NA,24.07,25855,31,3,94,6
1,1,5,2,3,1,21,1,NA,0,10,8,2,1,1,14,4387,23,4,91.7,8.3
1,2,1,NA,NA,1,22,1,1,0,14,0,3,4,NA,37,1,7,5,27.3,72.7
1,2,9,NA,8,2,23,4,NA,0,14,4,4,1,NA,35,25898,30,5,58.2,41.8
1,2,2,NA,5,1,43,11,3,1,7,4,6,1,NA,35,64585,30,5,45.6,54.4
1,2,5,NA,5,1,40,12,3,0,14,4,2,1,NA,40,45318,28,2,92,8
1,1,2,2,2,1,34,8,3,2,10,1,1,1,1,35,56513,30,2,59.3,40.7
1,2,2,NA,6,1,55,34,1,0,14,4,2,1,NA,35,44904,30,3,80.3,19.7
1,2,5,NA,5,2,41,2,2,1,14,9,7,1,NA,19.79,11550,30,3,7.2,92.8
1,2,2,NA,5,1,29,5,1,0,16,4,4,1,NA,36.5,49915,32,2,50,50
1,2,2,NA,6,2,42,2,2,0.5,14,4,2,1,NA,40,31924,30,2,50,50
1,2,8,NA,6,1,37,10,1,0,14,4,2,1,NA,39,39467,30,2,37,63
1,2,2,NA,9,2,25,3,1,0,20,8,7,1,NA,15,3171,15,2,65.4,34.6
2,1,7,2,1,1,41,3,NA,0,11,2,2,1,NA,43.75,28795,21,2,97.6,2.4
1,2,2,NA,5,1,28,6,1,0,8,4,2,1,NA,35,35883,30,6,79.4,20.6
1,2,6,NA,NA,2,19,2,NA,0,9,0,7,4,NA,40,5691,24,2,26.3,73.7
1,2,1,NA,5,1,36,5,3,0,7,4,6,1,NA,40,52747,30,4,61.3,38.7
1,1,2,2,1,1,47,2,3,1,3,2,2,2,1,40,29092,27,4,37.5,62.5
1,2,9,NA,8,2,41,7,NA,0,8,9,2,1,NA,35,23228,26,4,68.6,31.4
1,1,7,2,3,1,25,1,NA,0,6,8,1,2,NA,13,1,7,6,90.5,9.5
1,1,3,1,1,1,37,12,3,2,3,2,2,1,1,38.5,43952,30,4,61.8,38.2
2,1,9,2,3,2,47,7,NA,0,19,9,1,1,NA,19.7,6061,30,4,16,84
1,2,2,NA,8,1,49,22,3,2,6,4,2,1,NA,35,33616,30,6,82,18
1,2,2,NA,6,1,60,43,3,0,9,4,2,2,NA,40,73029,30,2,80,20
1,2,2,NA,NA,1,20,3,1,0,14,0,1,4,NA,38,6647,25,2,87.1,12.9
1,2,5,NA,5,1,40,14,3,2,9,4,2,1,NA,40,84000,30,6,71.4,28.6
2,2,5,NA,6,2,38,11,4,1,9,9,2,1,NA,30,17718,30,2,45.7,54.3
1,2,7,NA,7,1,49,22,NA,0,11,4,2,1,NA,38,34801,30,6,97.9,2.1
1,2,7,NA,7,2,40,2,NA,0,14,4,2,1,NA,38,34522,30,6,51.3,48.7
2,1,9,2,3,2,27,1,NA,0,19,8,7,1,NA,6,1,10,4,22.7,77.3
1,1,7,1,3,1,42,1,NA,0,11,2,2,1,NA,50,1,7,2,93.5,6.5
2,1,2,2,2,1,40,10,1,0.5,3,1,7,1,5,35,29298,30,4,95,5
1,2,9,NA,5,1,32,4,NA,0,13,4,6,1,NA,38.5,54344,30,5,77.3,22.7
2,2,5,NA,6,1,50,28,4,1,10,4,2,1,NA,39,20784,27,4,91.2,8.8
2,1,9,2,2,2,53,5,NA,0,15,2,2,1,NA,40,11678,23,56,64.3,35.7
1,1,2,2,2,1,26,2,3,3.5,3,1,1,1,1,35,25271,30,4,87.6,12.4
1,1,7,1,1,1,54,2,NA,0,11,2,2,1,NA,39,32709,30,2,75.7,24.3
2,2,2,NA,7,1,51,1,4,0,12,4,6,1,NA,40,10682,17,4,63.7,36.3
1,2,5,NA,8,2,23,8,1,0,9,9,2,1,NA,30,19919,25,3,38.8,61.2
1,2,4,NA,8,2,60,3,1,0,14,4,1,1,NA,39,15984,30,2,91.3,8.7
2,2,2,NA,5,1,60,39,3,0,12,4,6,1,NA,38,75020,23,56,89.7,10.3
1,2,9,NA,7,2,52,7,NA,0,14,4,2,1,NA,38.5,35404,30,4,56.5,43.5
2,1,2,1,1,2,31,10,4,1,4,9,2,1,1,31.25,20303,30,4,69,31
1,2,4,NA,8,1,33,2,3,1,10,4,2,1,NA,38.5,31582,30,4,86.3,13.7
1,1,7,1,2,1,41,19,NA,0,11,9,2,1,NA,27,23104,30,5,49.2,50.8
1,1,2,2,3,2,57,23,3,0,10,9,1,1,3,34,18705,30,5,52.1,47.9
1,1,7,1,0,2,32,4,NA,0,19,2,2,1,NA,38,23451,28,5,38.7,61.3
1,2,2,NA,7,1,36,2,1,0,8,4,6,1,NA,37,49466,30,4,83.9,16.1
2,2,5,NA,7,2,21,5,1,0,13,9,2,1,NA,30,1,30,4,16.3,83.7
2,1,9,2,1,1,39,10,NA,0,19,1,2,1,NA,40,17684,26,3,52.1,47.9
1,2,3,NA,5,1,35,2,1,0,12,4,2,1,NA,37.5,59946,30,6,84.8,15.2
1,2,9,NA,7,2,35,4,NA,0,14,4,4,1,NA,40,33117,30,4,75.2,24.8
1,2,2,NA,8,2,34,2,2,0.5,14,9,2,2,NA,31.25,18354,30,4,67.1,32.9
2,1,2,2,1,1,27,2,1,0,10,2,2,1,1,40,15967,30,3,73.8,26.2
1,2,1,NA,7,2,25,4,1,0,9,4,2,1,NA,37,26939,27,4,56.8,43.2
1,2,2,NA,7,1,38,22,4,1,7,4,5,1,NA,40,35025,30,4,78.9,21.1
1,1,7,1,1,1,52,18,NA,0,10,1,1,1,NA,38.5,1,27,6,88.7,11.3
1,1,9,1,3,2,42,4,NA,0,19,8,7,1,NA,0,2646,30,5,25.5,74.5
2,2,2,NA,6,1,35,3,NA,0,8,4,2,1,NA,40,37371,30,2,75,25
2,1,9,2,1,2,55,2,NA,0,19,8,2,1,NA,8.5,1839,NA,4,7.5,92.5
1,2,3,NA,7,2,46,5,4,1,14,4,1,1,NA,37.5,32854,30,2,63.6,36.4
2,2,1,NA,8,2,24,5,1,0,9,4,2,1,NA,40,13449,25,56,19.2,80.8
1,2,8,NA,7,2,60,30,4,0,10,4,2,1,NA,38,38254,30,4,46.2,53.8
1,1,2,2,3,1,38,11,4,2,20,1,1,1,2,35,30760,30,5,67.7,32.3
2,1,2,2,0,1,28,5,3,1,20,2,2,1,1,38,24773,30,4,78.3,21.7
2,1,4,2,1,1,30,6,4,0,5,2,2,1,1,39,23560,30,2,93.2,6.8
1,1,7,2,1,2,31,5,NA,0,19,9,1,1,NA,24,7363,24,3,59.6,40.4
1,2,2,NA,7,1,52,39,3,0,8,3,2,1,NA,35,57238,30,5,73.9,26.1
1,1,7,1,2,1,38,5,NA,0,11,1,2,1,NA,38.5,28625,29,2,91.8,8.2
1,1,2,1,3,2,36,3,NA,0,9,8,7,1,1,0,3865,30,3,89.1,10.9
1,1,7,2,3,1,24,1,NA,0,19,8,7,1,NA,12,1,10,2,100,0
1,1,2,2,0,1,49,26,3,1,3,2,2,1,1,35,47628,30,6,64.6,35.4
1,2,2,NA,5,1,60,23,3,0,8,4,6,1,NA,40,84000,30,6,78.2,21.8
2,1,1,2,2,2,46,6,3,0,20,2,2,1,1,40,14060,25,2,66.7,33.3
1,1,2,2,3,1,26,1,3,1,10,2,2,1,1,40,1,23,2,92.7,7.3
2,2,2,NA,8,2,34,8,4,1,8,4,2,1,NA,40,21091,30,3,50.6,49.4
1,2,2,NA,5,2,41,4,1,0,15,4,6,1,NA,37.5,84000,30,2,50,50
1,1,2,1,1,2,40,12,4,1,3,2,2,1,3,40,40896,30,3,51.7,48.3
1,1,2,1,2,1,29,4,3,0,20,1,2,1,2,35,33931,18,6,92,8
1,1,2,1,0,1,31,3,3,2,8,2,2,1,1,37.5,30587,30,5,97.9,2.1
1,1,9,2,3,2,44,1,NA,0,20,1,1,1,NA,35,1,24,2,66.7,33.3
2,1,9,2,3,2,26,1,NA,0,19,8,1,1,NA,10,1,26,3,4.7,95.3
2,2,9,NA,8,1,30,2,NA,0,11,8,4,2,NA,13.79,6597,25,56,9.9,90.1
1,1,2,1,0,1,25,4,1,0,3,2,2,1,1,35,30244,30,6,89.3,10.7
1,1,2,2,1,1,27,6,1,0,10,2,2,1,1,35,32527,30,4,52.5,47.5
1,2,9,NA,5,1,37,2,NA,0,13,4,4,1,NA,40,39574,30,2,88.6,11.4
2,1,5,1,1,2,32,3,1,0,4,2,7,1,1,40,15339,24,2,65.5,34.5
1,2,2,NA,7,1,48,14,1,0,3,4,2,1,NA,40,32820,30,2,82.6,17.4
1,1,4,1,2,1,27,2,1,0,5,2,7,1,1,39,33976,30,2,92.7,7.3
2,2,1,NA,6,2,35,11,2,1,9,4,2,1,NA,40,16467,24,4,18,82
1,1,2,1,2,1,31,9,1,0,3,1,2,1,2,35,32980,30,5,59.7,40.3
1,1,7,2,1,1,44,12,NA,0,11,2,2,1,NA,38,33094,32,5,89.7,10.3
1,2,9,NA,6,1,49,2,NA,0,13,4,6,1,NA,37.5,75653,32,3,54.2,45.8
1,1,9,2,1,1,47,2,NA,0,7,2,2,2,NA,40,18444,22,5,91.2,8.8
1,2,9,NA,7,1,20,1,NA,0,8,4,2,1,NA,38,1,30,3,87.3,12.7
1,1,9,2,2,2,37,9,NA,0,19,9,7,2,NA,20,1,30,5,49.1,50.9
1,2,5,NA,9,1,58,4,6,0,11,8,2,1,NA,9.2,3864,30,2,97,3
1,2,9,NA,5,1,37,2,NA,0,8,4,5,1,NA,41,61050,27,4,54.1,45.9
2,1,7,1,2,1,35,2,NA,0,10,2,2,1,NA,39.75,15244,24,2,73.7,26.3
1,2,8,NA,8,2,27,4,1,0,14,4,2,1,NA,40,25910,30,3,34.4,65.6
2,2,4,NA,7,2,47,16,3,0,14,4,2,1,NA,41,17235,23,3,88.1,11.9
1,2,8,NA,6,2,36,3,1,0,10,4,2,1,NA,39,44797,35,5,44.3,55.7
1,2,2,NA,7,1,37,3,NA,0,7,4,2,1,NA,35,47327,30,6,88.7,11.3
1,2,2,NA,5,2,30,2,4,0,9,4,2,1,NA,42.5,32653,25,4,68.2,31.8
1,2,9,NA,9,2,44,1,NA,0,14,9,7,2,NA,18.01,1,10,6,3.4,96.6
1,2,2,NA,7,1,60,14,3,0,10,4,2,1,NA,35,40971,30,3,90.6,9.4
1,1,6,1,3,2,20,1,NA,0,19,8,7,2,NA,0,1,NA,2,51.5,48.5
2,2,2,NA,9,2,23,2,1,0,14,4,4,1,NA,40,5317,24,3,94.9,5.1
1,1,7,2,2,1,33,1,NA,0,11,2,7,1,NA,45,1,30,3,94.4,5.6
1,1,4,2,1,2,44,4,3,2,3,1,1,1,5,35,32492,30,6,54.1,45.9
1,2,6,NA,NA,2,19,1,NA,0,19,0,1,4,NA,39,1,28,2,29.1,70.9
1,1,2,2,2,1,46,5,3,1,11,1,7,1,2,40,30370,25,4,93,7
1,1,1,2,2,1,42,5,1,0,10,2,2,1,2,40,25928,30,4,76.3,23.7
1,1,2,1,2,1,27,3,1,0,10,1,1,1,1,37.5,26901,30,4,75.9,24.1
2,2,9,NA,7,2,58,8,NA,0,8,4,3,1,NA,40,30541,30,3,64.8,35.2
1,2,2,NA,5,1,59,13,3,0,13,4,2,1,NA,40,53202,30,5,80.4,19.6
1,1,2,1,2,1,52,37,3,0,10,2,2,1,2,38,27398,30,6,78.3,21.7
1,2,7,NA,8,2,28,5,NA,0,14,4,2,1,NA,38,24291,28,3,71.7,28.3
1,1,2,2,3,1,60,1,3,0,20,8,7,1,1,14,1,19,2,31.4,68.6
1,1,2,2,3,2,35,1,4,2,10,9,1,2,2,30,12013,28,6,46.9,53.1
1,2,9,NA,5,1,28,4,NA,0,13,4,6,2,NA,38.5,39213,30,4,71.3,28.7
1,2,7,NA,7,1,24,1,NA,0,8,4,4,2,NA,38,1,21,3,79.1,20.9
1,2,9,NA,7,2,30,5,NA,0,14,4,2,1,NA,39,1,28,3,30.8,69.2
1,1,2,1,1,1,43,27,3,2,11,2,2,1,1,35,41424,30,4,85.4,14.6
1,2,2,NA,5,1,45,7,3,2,7,4,6,1,NA,38,84000,30,2,80.6,19.4
1,1,9,1,0,1,35,3,NA,0,3,2,2,1,NA,37.5,30662,30,6,90.8,9.2
1,2,9,NA,6,1,30,2,NA,0,13,4,7,1,NA,38.5,36385,23,2,46.3,53.7
1,1,6,2,3,1,20,1,NA,0,10,8,7,1,NA,0,1,NA,3,60,40
1,2,5,NA,8,2,27,2,2,1,13,9,7,1,NA,30,14122,28,2,68,32
1,1,2,2,3,2,60,3,3,0,10,8,2,1,4,3,1714,4,4,45.1,54.9
2,2,9,NA,7,2,33,8,NA,0,14,4,6,1,NA,37,36933,30,56,44.6,55.4
1,2,2,NA,8,2,58,25,4,0,14,9,2,1,NA,20,15450,30,3,67.6,32.4
1,1,3,1,1,1,47,21,3,0,11,1,2,1,1,38.5,37558,32,6,80.1,19.9
1,2,2,NA,6,2,33,3,1,0,9,4,5,1,NA,36,40721,30,4,77.4,22.6
1,1,2,2,0,1,42,20,4,2,3,2,2,1,1,40,24860,25,4,23.2,76.8
1,1,4,1,0,1,50,19,4,0.5,3,2,2,1,1,38.5,33407,30,2,92.5,7.5
1,1,2,2,1,1,45,14,1,0,11,2,2,1,1,45,35925,30,2,96.9,3.1
1,2,2,NA,5,1,60,13,3,0,8,3,2,1,NA,35,56292,37,5,65.9,34.1
1,1,2,1,1,1,60,17,4,0,3,2,2,1,1,35,27096,30,4,80.4,19.6
2,2,8,NA,8,2,22,5,1,0,10,4,4,1,NA,40,21701,26,56,22.7,77.3
2,1,2,2,0,1,39,23,4,2,3,2,2,1,1,39,27577,30,56,87,13
2,1,5,2,1,1,47,2,4,2,6,2,2,1,1,42,20952,24,2,80.7,19.3
1,1,2,1,1,1,24,3,1,0,3,2,2,1,1,35,69214,30,6,89.7,10.3
1,2,7,NA,5,1,32,16,NA,0,11,4,2,1,NA,35,36361,30,2,95.9,4.1
1,1,2,2,3,2,43,2,4,1,3,1,1,1,5,37.5,15287,30,5,56.2,43.8
1,2,5,NA,6,1,49,16,3,2,9,4,2,1,NA,36,33532,30,4,82.9,17.1
2,2,5,NA,7,1,25,3,1,0.5,14,4,2,1,NA,43,16431,27,2,66.7,33.3
1,1,9,1,3,1,45,1,NA,0,19,8,7,1,NA,8.72,1,30,3,30.7,69.3
1,2,7,NA,6,1,33,2,NA,0,13,4,7,1,NA,40,38656,30,4,71.5,28.5
2,1,4,2,3,1,59,12,3,0,5,2,2,1,1,40,1,21,2,95.8,4.2
1,2,1,NA,7,1,29,5,4,1,8,4,2,1,NA,37,29969,30,2,32.4,67.6
1,2,2,NA,7,2,26,3,5,0,14,9,4,1,NA,30,1,30,2,68,32
1,2,2,NA,6,2,57,31,4,0,14,4,1,1,NA,37,30311,30,3,73.2,26.8
1,2,5,NA,7,1,54,28,3,0,14,4,1,1,NA,38.5,41473,30,2,57.4,42.6
2,1,7,2,3,1,36,1,NA,0,19,8,2,1,NA,0,1,NA,3,57.1,42.9
1,1,5,1,2,1,43,8,3,0,11,1,2,1,1,45,27966,30,2,74.5,25.5
1,1,2,1,1,1,26,3,1,0,3,2,2,1,1,35,1,30,6,86.4,13.6
1,1,9,1,3,1,58,1,NA,0,19,8,1,1,NA,8.7,1,8,6,17,83
1,1,2,2,2,1,47,12,4,0,10,2,2,1,1,38,35857,30,2,86.9,13.1
1,2,5,NA,7,1,47,22,3,0,8,4,2,1,NA,35,57722,30,2,89.2,10.8
2,1,2,2,1,1,21,2,1,0,3,2,2,1,5,40,20667,29,2,93,7
2,1,7,1,3,1,45,30,NA,0,8,2,2,1,NA,38,43090,30,56,32,68
1,2,2,NA,7,1,42,3,3,3,7,4,5,1,NA,40,64071,30,4,53.2,46.8
1,1,2,1,3,2,51,13,4,0,10,1,2,1,1,37.5,20654,30,6,54.9,45.1
1,1,3,1,1,1,60,39,3,1,3,2,2,1,1,38.5,31101,30,3,78.8,21.2
2,1,2,1,1,1,46,24,4,1.5,11,9,7,1,1,30,31098,30,56,78.3,21.7
1,2,4,NA,8,2,27,3,1,0,14,4,2,1,NA,39,22797,30,4,84.4,15.6
1,1,2,2,0,1,39,17,1,0,2,1,2,1,1,37.5,56911,30,3,80.4,19.6
1,2,2,NA,5,1,55,38,4,0,8,4,2,1,NA,37.5,72083,30,6,84.9,15.1
1,1,2,2,1,1,37,13,3,1,10,1,2,1,1,35,34523,30,4,61.4,38.6
1,2,8,NA,7,1,36,2,3,2,14,4,2,1,NA,38,43662,30,4,34.1,65.9
1,2,9,NA,5,1,34,3,NA,0,13,4,2,1,NA,40,46108,30,2,76.5,23.5
1,1,3,1,1,1,24,10,1,0,3,2,2,1,1,38.5,29426,26,2,70.2,29.8
1,1,2,1,2,1,53,13,2,1,10,1,1,1,1,35,31112,30,6,59.4,40.6
2,1,5,2,1,1,44,3,4,2,11,1,1,1,1,40,1,23,2,65,35
1,2,5,NA,8,2,49,29,1,0,13,4,2,1,NA,38.5,25000,30,3,38.2,61.8
1,1,2,1,3,1,39,7,3,0,20,1,7,1,1,35,33114,30,6,94.5,5.5
2,1,4,1,1,1,25,3,1,0,20,1,1,1,1,40,24017,25,4,98.3,1.7
1,1,2,1,3,1,33,13,3,3,3,2,2,1,1,38,47112,30,6,95,5
1,2,7,NA,8,1,24,1,NA,0,14,4,7,1,NA,39,1,28,6,23.4,76.6
1,1,9,2,2,1,46,5,NA,0,3,2,2,1,NA,37.5,27907,30,3,92.9,7.1
1,1,5,1,3,1,17,1,1,0,10,8,7,1,1,0,1,5,5,83.1,16.9
2,2,2,NA,8,2,50,35,3,0,8,4,2,1,NA,38,28772,30,4,94.1,5.9
2,1,6,1,3,2,43,1,NA,0,19,9,2,1,NA,30,1,25,2,22.2,77.8
2,1,6,2,2,2,48,7,NA,0,19,1,2,1,NA,42,15850,26,2,44.4,55.6
1,2,2,NA,5,1,54,12,3,0,9,4,4,1,NA,37.5,59136,30,6,80.6,19.4
2,2,2,NA,5,1,33,9,1,0,8,4,5,1,NA,40,40353,26,2,90,10
1,2,2,NA,7,2,46,18,1,0,14,4,2,1,NA,35,45856,30,6,84.2,15.8
2,1,6,2,3,2,19,2,NA,0,19,8,1,1,NA,14,2157,25,4,18,82
1,1,3,1,3,2,51,1,5,0,10,8,1,2,3,0,1,6,2,92.9,7.1
1,2,2,NA,9,2,37,1,3,2,14,9,2,1,NA,22,11911,23,2,80,20
1,1,6,1,3,1,33,11,NA,0,9,1,1,1,NA,38.75,20951,30,4,58.8,41.2
2,1,1,2,1,2,39,4,4,1,4,2,2,1,2,40,15926,24,4,33.1,66.9
1,2,9,NA,8,1,24,1,NA,0,8,4,2,1,NA,40,1,22,2,27.3,72.7
1,2,7,NA,4,1,36,7,NA,0,12,4,2,1,NA,39.5,77370,28,2,80,20
2,2,7,NA,6,1,29,1,NA,0,11,8,7,1,NA,17.5,1,NA,3,53.5,46.5
1,2,8,NA,8,2,22,1,1,0,14,4,2,1,NA,40,1,15,4,73.4,26.6
1,1,2,2,2,1,30,3,4,0,10,1,2,1,1,38,37036,32,4,97.2,2.8
1,2,9,NA,5,1,34,1,NA,0,10,4,6,1,NA,40,1,28,6,75,25
1,1,9,1,2,1,22,1,NA,0,11,1,1,1,NA,40,1,21,6,79.5,20.5
1,2,9,NA,8,2,34,1,NA,0,14,4,2,1,NA,35,1,20,4,48.5,51.5
1,1,4,2,3,1,29,2,5,0,5,9,7,1,1,25,12376,30,2,96.6,3.4
1,2,4,NA,8,2,42,1,4,0,14,8,2,1,NA,16,1,20,2,76,24
1,2,2,NA,6,2,45,13,4,2,14,9,2,1,NA,32,33351,30,3,51.5,48.5
2,2,6,NA,7,2,28,2,NA,0,19,4,2,1,NA,40,13753,24,2,32.3,67.7
1,2,9,NA,8,1,25,1,NA,0,7,4,5,1,NA,40,1,30,2,82.9,17.1
1,1,5,1,3,2,40,2,NA,0,19,8,2,1,NA,8.98,2265,0,2,28,72
1,1,9,2,3,2,44,1,NA,0,19,8,1,2,NA,15,1,15,5,21.8,78.2
1,2,4,NA,6,2,50,2,4,1,13,9,2,1,NA,20,23455,30,2,91.2,8.8
1,2,2,NA,7,2,46,9,3,0,14,8,6,1,NA,8.5,4295,33,2,47.4,52.6
1,1,4,2,1,1,60,22,1,0,5,2,7,1,1,39,26342,30,2,93.4,6.6
1,2,8,NA,6,2,49,22,5,0,10,9,2,1,NA,29.25,30481,23,6,43.5,56.5
1,2,9,NA,5,1,35,2,NA,0,18,4,6,2,NA,38.5,46051,30,4,75.8,24.2
2,1,3,1,1,1,52,8,4,0,19,2,2,1,1,40,26955,30,56,76.8,23.2
1,2,1,NA,NA,1,18,1,1,0,14,0,1,4,NA,37,1,15,4,31,69
1,2,9,NA,8,2,30,8,NA,0,14,4,2,1,NA,38.5,25507,31,2,79.2,20.8
2,2,5,NA,7,2,29,1,4,1,14,4,2,1,NA,40,1,18,2,85.7,14.3
1,2,1,NA,8,2,47,2,NA,0,9,8,7,1,NA,10,3858,24,3,22.8,77.2
1,1,2,2,2,1,53,13,3,2,11,2,1,1,1,39,1,21,3,94.8,5.2
1,1,9,2,3,2,37,1,NA,0,19,8,1,1,NA,9,1,25,6,9,91
1,1,2,2,3,1,60,5,NA,0,20,8,1,1,1,10,3865,30,2,88.9,11.1
2,2,2,NA,6,2,50,2,4,0,14,4,2,1,NA,40,26332,25,2,88.3,11.7
1,1,2,1,2,1,48,17,4,2,2,1,1,1,1,37.5,35388,35,6,83.5,16.5
2,2,2,NA,5,1,37,4,3,1,13,4,6,1,NA,40,43545,30,4,46.1,53.9
1,2,2,NA,8,2,58,9,1,0,14,4,2,1,NA,38,21545,30,2,79.3,20.7
1,1,2,1,2,1,38,6,1,0,3,1,2,1,2,35,37757,30,6,97.7,2.3
1,2,9,NA,6,1,22,4,NA,0,14,4,4,1,NA,37,29337,30,5,44.8,55.2
1,2,1,NA,5,2,41,24,1,1,2,3,2,1,NA,39,41081,30,2,75.7,24.3
1,1,7,2,2,1,38,2,NA,0,11,9,3,1,NA,20,7117,22,3,76.5,23.5
1,2,9,NA,6,2,30,1,NA,0,14,4,7,1,NA,40,1,14,3,37.1,62.9
1,2,5,NA,8,2,46,1,1,0,13,4,2,1,NA,38.5,1,15,5,52,48
1,2,7,NA,8,1,35,4,NA,0,20,4,2,1,NA,40,22207,26,3,22.2,77.8
1,1,2,1,3,1,44,25,1,0,19,1,1,1,1,35,23792,30,6,82.8,17.2
1,1,2,1,1,1,34,5,1,0,3,2,2,1,1,35,32514,30,4,40.2,59.8
1,1,2,1,2,2,39,21,5,0,3,1,2,1,1,38,18484,30,2,11.5,88.5
1,2,5,NA,7,1,49,25,3,0,9,4,2,1,NA,37.5,68849,30,3,92.7,7.3
2,2,2,NA,7,1,60,46,4,0,7,9,5,3,NA,19.5,16673,30,3,83.4,16.6
2,1,2,2,1,1,45,9,1,0,8,2,7,1,1,40,20659,25,2,83.3,16.7
1,1,9,1,2,1,45,10,NA,0,10,1,1,1,NA,38.5,34113,30,5,46.2,53.8
2,2,5,NA,6,2,36,7,4,0,9,4,7,1,NA,40,17301,30,2,39,61
1,1,2,1,2,1,51,29,3,3,2,1,1,1,1,37.5,40923,33,6,86.1,13.9
2,2,3,NA,7,2,45,24,4,0,13,4,2,1,NA,38,31091,30,3,64.5,35.5
2,1,4,2,1,1,24,1,1,0,5,2,2,2,1,40,1,16,3,91.5,8.5
1,1,9,2,3,1,23,1,NA,0,20,1,1,2,NA,35,1,18,4,74.4,25.6
2,1,1,1,0,1,46,8,4,2,20,1,2,1,1,40,1,30,56,30.3,69.7
1,2,2,NA,8,1,27,6,4,0,9,4,2,1,NA,40,50248,30,4,77.6,22.4
1,1,2,1,3,1,32,2,3,0,10,1,7,1,1,40,28698,30,2,68.7,31.3
1,2,7,NA,8,1,22,1,NA,0,11,4,2,2,NA,38,1,26,6,46.4,53.6
1,1,2,2,2,1,36,1,4,0,6,2,2,1,1,40,1,30,2,82.1,17.9
1,2,2,NA,9,1,25,3,1,0,7,4,5,1,NA,35,13356,30,4,82.1,17.9
1,1,2,2,1,1,41,11,1,0,3,2,2,1,2,40,36119,30,5,73.8,26.2
1,1,2,2,0,1,39,7,1,0,6,1,1,1,1,40,25269,30,4,74.6,25.4
1,2,1,NA,5,2,37,16,1,0,14,4,2,1,NA,38,45595,30,5,65.7,34.3
1,2,2,NA,7,1,29,2,3,0,14,4,2,1,NA,38,41605,30,6,73.8,26.2
1,2,2,NA,6,1,60,11,3,0,7,4,5,3,NA,35,47891,30,6,81.8,18.2
2,2,2,NA,5,1,36,12,1,0,13,4,2,1,NA,38,59130,30,56,49.7,50.3
1,2,2,NA,7,1,40,7,4,0,14,4,2,1,NA,35,32611,30,4,67.2,32.8
2,2,8,NA,7,2,29,11,1,0,10,4,4,1,NA,40,28151,27,56,20.4,79.6
1,1,7,2,3,1,53,18,NA,0,10,1,2,1,NA,39,22343,30,6,53.9,46.1
1,1,2,1,2,2,44,3,4,1,3,1,1,1,1,35,29276,30,6,77.3,22.7
1,2,1,NA,7,1,55,32,3,0,14,4,2,1,NA,38,25475,30,2,83.7,16.3
1,2,2,NA,8,2,56,26,4,0,14,9,2,1,NA,30,29838,30,5,49.4,50.6
2,2,5,NA,8,1,36,9,1,0.5,9,9,7,1,NA,29.94,18258,30,2,47.1,52.9
1,2,2,NA,5,1,57,36,3,0,8,3,2,1,NA,35,51162,30,4,90.3,9.7
2,1,2,1,1,1,33,6,1,0,10,2,2,1,1,40,21792,28,2,76,24
1,1,4,2,2,1,22,1,1,0,20,1,1,1,1,35,1,8,5,65.9,34.1
1,1,2,2,2,1,41,12,1,0,10,1,1,1,1,40,23953,30,3,88,12
1,2,2,NA,4,1,32,4,3,0,8,4,6,1,NA,40,53402,30,6,82.8,17.2
1,1,2,2,3,1,59,28,4,0,2,1,7,1,1,39,24138,30,2,64.3,35.7
2,1,6,1,1,2,40,1,NA,0,19,2,7,1,NA,40,13951,23,4,35.3,64.7
2,1,3,1,1,1,41,23,4,2,19,2,2,1,1,40,27208,30,4,77.7,22.3
1,1,1,1,1,1,26,5,2,0.5,6,1,2,1,1,39,23271,30,6,47.5,52.5
1,1,9,2,2,2,35,2,NA,0,19,9,7,2,NA,30,16304,28,6,14.8,85.2
1,1,2,1,2,1,26,1,3,2,10,1,1,1,2,35,1,23,6,79.6,20.4
1,2,1,NA,8,2,24,3,1,0,10,4,1,1,NA,40,16651,30,2,12.5,87.5
1,1,9,1,0,2,50,2,NA,0,19,9,2,1,NA,20,16625,15,4,44.1,55.9
1,1,2,1,0,1,28,12,1,0,8,2,2,1,1,38,37226,30,6,88.6,11.4
2,1,7,1,2,2,50,34,NA,0,11,9,2,1,NA,20,14794,30,3,6.8,93.2
1,1,2,2,2,2,43,21,4,0,6,2,2,1,2,39,23904,30,4,67,33
1,2,5,NA,6,1,33,1,1,0,8,4,6,1,NA,37,42218,30,3,85.1,14.9
1,2,5,NA,4,1,42,21,3,2,9,4,2,1,NA,37.5,65357,30,6,75.2,24.8
1,1,7,1,2,1,58,12,NA,0,11,2,2,1,NA,45,24963,30,2,75,25
2,2,8,NA,7,2,32,17,1,0,10,4,2,1,NA,39,33201,30,4,25.8,74.2
1,1,3,1,1,1,29,10,1,0,3,2,4,1,1,35,41279,30,6,84.1,15.9
1,2,2,NA,6,2,44,3,3,1,13,4,2,1,NA,40,33183,27,3,35,65
1,1,2,1,3,1,22,1,NA,0,19,8,7,1,1,0,2193,30,2,64,36
1,1,7,1,3,1,36,15,NA,0,10,9,7,1,NA,30,23204,30,2,84.4,15.6
